date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:08:58	6836/6836	------	200	untouched ('OK')	text/html	date:Sat,%2027%20Aug%202022%2017:42:35%20GMT	https://www.saac.gov.cn/zt/2013-05/10/content_24849.htm	D:/%e5%8a%b3%e5%8a%a8%e4%ba%ba%e6%b0%91%e6%96%87%e5%8c%96%e5%ae%ab/%e5%b7%a5%e4%ba%ba%e5%9b%be%e4%b9%a6%e9%a6%86/3%e6%af%9b%e6%b3%bd%e4%b8%9c%e9%80%89%e9%9b%86/%e6%af%9b%e6%b3%bd%e4%b8%9c%e6%89%8b%e7%a8%bf%e5%9b%be%20%e4%b8%ad%e5%a4%ae%e6%a1%a3%e6%a1%88%e9%a6%86%e7%bd%91%e7%ab%99/%e6%a1%a3%e6%a1%88%e5%9b%be/web/html/content_24849.html	(from https://www.saac.gov.cn/zt/mzd_12.htm)
08:08:58	7090/7090	------	200	untouched ('OK')	text/html	date:Sat,%2027%20Aug%202022%2017:42:35%20GMT	https://www.saac.gov.cn/zt/2013-05/09/content_24848.htm	D:/%e5%8a%b3%e5%8a%a8%e4%ba%ba%e6%b0%91%e6%96%87%e5%8c%96%e5%ae%ab/%e5%b7%a5%e4%ba%ba%e5%9b%be%e4%b9%a6%e9%a6%86/3%e6%af%9b%e6%b3%bd%e4%b8%9c%e9%80%89%e9%9b%86/%e6%af%9b%e6%b3%bd%e4%b8%9c%e6%89%8b%e7%a8%bf%e5%9b%be%20%e4%b8%ad%e5%a4%ae%e6%a1%a3%e6%a1%88%e9%a6%86%e7%bd%91%e7%ab%99/%e6%a1%a3%e6%a1%88%e5%9b%be/web/html/content_24848.html	(from https://www.saac.gov.cn/zt/mzd_12.htm)
08:08:58	6968/6968	------	200	untouched ('OK')	text/html	date:Sat,%2027%20Aug%202022%2017:42:35%20GMT	https://www.saac.gov.cn/zt/2013-05/08/content_24847.htm	D:/%e5%8a%b3%e5%8a%a8%e4%ba%ba%e6%b0%91%e6%96%87%e5%8c%96%e5%ae%ab/%e5%b7%a5%e4%ba%ba%e5%9b%be%e4%b9%a6%e9%a6%86/3%e6%af%9b%e6%b3%bd%e4%b8%9c%e9%80%89%e9%9b%86/%e6%af%9b%e6%b3%bd%e4%b8%9c%e6%89%8b%e7%a8%bf%e5%9b%be%20%e4%b8%ad%e5%a4%ae%e6%a1%a3%e6%a1%88%e9%a6%86%e7%bd%91%e7%ab%99/%e6%a1%a3%e6%a1%88%e5%9b%be/web/html/content_24847.html	(from https://www.saac.gov.cn/zt/mzd_12.htm)
08:08:58	6846/6846	------	200	untouched ('OK')	text/html	date:Sat,%2027%20Aug%202022%2017:42:35%20GMT	https://www.saac.gov.cn/zt/2013-05/07/content_24846.htm	D:/%e5%8a%b3%e5%8a%a8%e4%ba%ba%e6%b0%91%e6%96%87%e5%8c%96%e5%ae%ab/%e5%b7%a5%e4%ba%ba%e5%9b%be%e4%b9%a6%e9%a6%86/3%e6%af%9b%e6%b3%bd%e4%b8%9c%e9%80%89%e9%9b%86/%e6%af%9b%e6%b3%bd%e4%b8%9c%e6%89%8b%e7%a8%bf%e5%9b%be%20%e4%b8%ad%e5%a4%ae%e6%a1%a3%e6%a1%88%e9%a6%86%e7%bd%91%e7%ab%99/%e6%a1%a3%e6%a1%88%e5%9b%be/web/html/content_24846.html	(from https://www.saac.gov.cn/zt/mzd_12.htm)
08:08:58	7161/7161	------	200	untouched ('OK')	text/html	date:Sat,%2027%20Aug%202022%2017:42:35%20GMT	https://www.saac.gov.cn/zt/2013-05/06/content_24845.htm	D:/%e5%8a%b3%e5%8a%a8%e4%ba%ba%e6%b0%91%e6%96%87%e5%8c%96%e5%ae%ab/%e5%b7%a5%e4%ba%ba%e5%9b%be%e4%b9%a6%e9%a6%86/3%e6%af%9b%e6%b3%bd%e4%b8%9c%e9%80%89%e9%9b%86/%e6%af%9b%e6%b3%bd%e4%b8%9c%e6%89%8b%e7%a8%bf%e5%9b%be%20%e4%b8%ad%e5%a4%ae%e6%a1%a3%e6%a1%88%e9%a6%86%e7%bd%91%e7%ab%99/%e6%a1%a3%e6%a1%88%e5%9b%be/web/html/content_24845.html	(from https://www.saac.gov.cn/zt/mzd_12.htm)
08:09:02	108992/108992	------	200	untouched ('')	image/jpeg	etag:%225b8eb4c8-1a9c0%22	https://www.saac.gov.cn/zt/attachement/jpg/site2/20130930/00256493774d13b353fa22.jpg	D:/%e5%8a%b3%e5%8a%a8%e4%ba%ba%e6%b0%91%e6%96%87%e5%8c%96%e5%ae%ab/%e5%b7%a5%e4%ba%ba%e5%9b%be%e4%b9%a6%e9%a6%86/3%e6%af%9b%e6%b3%bd%e4%b8%9c%e9%80%89%e9%9b%86/%e6%af%9b%e6%b3%bd%e4%b8%9c%e6%89%8b%e7%a8%bf%e5%9b%be%20%e4%b8%ad%e5%a4%ae%e6%a1%a3%e6%a1%88%e9%a6%86%e7%bd%91%e7%ab%99/%e6%a1%a3%e6%a1%88%e5%9b%be/web/jpg/00256493774d13b353fa22.jpg	(from https://www.saac.gov.cn/zt/2013-10/11/content_28840_2.htm)
08:09:02	98707/98707	------	200	untouched ('')	image/jpeg	etag:%225b8eb4c6-18193%22	https://www.saac.gov.cn/zt/attachement/jpg/site2/20130930/00256493774d13b353fa23.jpg	D:/%e5%8a%b3%e5%8a%a8%e4%ba%ba%e6%b0%91%e6%96%87%e5%8c%96%e5%ae%ab/%e5%b7%a5%e4%ba%ba%e5%9b%be%e4%b9%a6%e9%a6%86/3%e6%af%9b%e6%b3%bd%e4%b8%9c%e9%80%89%e9%9b%86/%e6%af%9b%e6%b3%bd%e4%b8%9c%e6%89%8b%e7%a8%bf%e5%9b%be%20%e4%b8%ad%e5%a4%ae%e6%a1%a3%e6%a1%88%e9%a6%86%e7%bd%91%e7%ab%99/%e6%a1%a3%e6%a1%88%e5%9b%be/web/jpg/00256493774d13b353fa23.jpg	(from https://www.saac.gov.cn/zt/2013-10/11/content_28840_3.htm)
08:09:02	83495/83495	---M--	200	added ('OK')	image/jpeg	etag:%225b8eb4d0-14627%22	https://www.saac.gov.cn/zt/attachement/jpg/site2/20130930/00256493774d13b359fe27.jpg	D:/%e5%8a%b3%e5%8a%a8%e4%ba%ba%e6%b0%91%e6%96%87%e5%8c%96%e5%ae%ab/%e5%b7%a5%e4%ba%ba%e5%9b%be%e4%b9%a6%e9%a6%86/3%e6%af%9b%e6%b3%bd%e4%b8%9c%e9%80%89%e9%9b%86/%e6%af%9b%e6%b3%bd%e4%b8%9c%e6%89%8b%e7%a8%bf%e5%9b%be%20%e4%b8%ad%e5%a4%ae%e6%a1%a3%e6%a1%88%e9%a6%86%e7%bd%91%e7%ab%99/%e6%a1%a3%e6%a1%88%e5%9b%be/web/jpg/00256493774d13b359fe27.jpg	(from https://www.saac.gov.cn/zt/2013-10/12/content_28841_3.htm)
08:09:02	128394/128394	---M--	200	added ('OK')	image/jpeg	etag:%225b8eb4c4-1f58a%22	https://www.saac.gov.cn/zt/attachement/jpg/site2/20130930/00256493774d13b3359a1e.jpg	D:/%e5%8a%b3%e5%8a%a8%e4%ba%ba%e6%b0%91%e6%96%87%e5%8c%96%e5%ae%ab/%e5%b7%a5%e4%ba%ba%e5%9b%be%e4%b9%a6%e9%a6%86/3%e6%af%9b%e6%b3%bd%e4%b8%9c%e9%80%89%e9%9b%86/%e6%af%9b%e6%b3%bd%e4%b8%9c%e6%89%8b%e7%a8%bf%e5%9b%be%20%e4%b8%ad%e5%a4%ae%e6%a1%a3%e6%a1%88%e9%a6%86%e7%bd%91%e7%ab%99/%e6%a1%a3%e6%a1%88%e5%9b%be/web/jpg/00256493774d13b3359a1e.jpg	(from https://www.saac.gov.cn/zt/2013-10/10/content_28830_2.htm)
08:09:02	101270/101270	------	200	untouched ('')	image/jpeg	etag:%225b8eb4c6-18b96%22	https://www.saac.gov.cn/zt/attachement/jpg/site2/20130930/00256493774d13b334d514.jpg	D:/%e5%8a%b3%e5%8a%a8%e4%ba%ba%e6%b0%91%e6%96%87%e5%8c%96%e5%ae%ab/%e5%b7%a5%e4%ba%ba%e5%9b%be%e4%b9%a6%e9%a6%86/3%e6%af%9b%e6%b3%bd%e4%b8%9c%e9%80%89%e9%9b%86/%e6%af%9b%e6%b3%bd%e4%b8%9c%e6%89%8b%e7%a8%bf%e5%9b%be%20%e4%b8%ad%e5%a4%ae%e6%a1%a3%e6%a1%88%e9%a6%86%e7%bd%91%e7%ab%99/%e6%a1%a3%e6%a1%88%e5%9b%be/web/jpg/00256493774d13b334d514.jpg	(from https://www.saac.gov.cn/zt/2013-10/07/content_28826_2.htm)
08:09:02	47101/47101	------	200	untouched ('')	image/jpeg	etag:%225b8eb4c6-b7fd%22	https://www.saac.gov.cn/zt/attachement/jpg/site2/20130930/00256493774d13b334fd17.jpg	D:/%e5%8a%b3%e5%8a%a8%e4%ba%ba%e6%b0%91%e6%96%87%e5%8c%96%e5%ae%ab/%e5%b7%a5%e4%ba%ba%e5%9b%be%e4%b9%a6%e9%a6%86/3%e6%af%9b%e6%b3%bd%e4%b8%9c%e9%80%89%e9%9b%86/%e6%af%9b%e6%b3%bd%e4%b8%9c%e6%89%8b%e7%a8%bf%e5%9b%be%20%e4%b8%ad%e5%a4%ae%e6%a1%a3%e6%a1%88%e9%a6%86%e7%bd%91%e7%ab%99/%e6%a1%a3%e6%a1%88%e5%9b%be/web/jpg/00256493774d13b334fd17.jpg	(from https://www.saac.gov.cn/zt/2013-10/06/content_28827_2.htm)
